UID,input,output
605171,oM_namo_Bagavati_cAmuNxe_SmaSAnavAsini_kapAlahaste_mahApretasamArUXe_mahAvimAnamAlAkule_kAlarAtri_bahugaNaparivRte_mahAmuKe_bahuBuje_suGaNwAxamarukiFkiNIke_awwAwwahAse_kilikili_huM_sarvanAdaSabdabahule_gajacarmaprAvRtaSarIre_ruDiramAMsadigDe_mahArAkzasi_rOdradaMzwrAkarAle_BImAwwAwwahAse_sPuritavidyutsamapraBe_cala_cala_karAlanetre_hilihili_lalajjihve_hrEM_hrIM_BRkuwimuKi_oM_kAraBadrAsane_kapAlamAlAvezwite_jawAmukuwaSaSAFkaDAriNi_awwAwwahAse_kilikili_huMhuM_daMzwrAGorAnDakAriNi_sarvaviGnavinASini_idaM_karma_sADaya_sADaya_SIGraM_kuru_kuru_aFkuSe_samanupraveSaya_vargaM_vargaM_kampaya_kampaya_cala_cala_cAlaya_cAlaya_ruDiramAMsamadyapriye_hana_hana_kuwwa_kuwwa_Cinda_Cinda_mAraya_mAraya_anubUma_anubUma_vajraSarIraM_sADaya_sADaya_trElokyagatamapi_duzwamaduzwaM_vA_gRhItamagRhItam_AveSaya_AveSaya_krAmaya_krAmaya_nRtya_nRtya_banDa_banDa_valga_valga_kowarAkzi_UrDvakeSi_ulUkavadane_karakiFkiNi_karaFkamAlADAriNi_daha_daha_paca_paca_gRhNa_gRhNa_maNxalamaDye_praveSaya_praveSaya_kiM_vilambasi_brahmasatyena_vizNusatyena_Rzisatyena_rudrasatyena_AveSaya_AveSaya_kilikili_Kili_Kili_mili_mili_cili_cili_vikRtarUpaDAriNi_kRzNaBujaFga_vezwitaSarIra_sarvagrahAveSini_BrUmagnanAsike_vikawamuKi_kapilajawe_brAhmi_BaQja_BaQja_jvala_jvala_kAlamuKi_Kala_Kala_KaraKaraH_pAtaya_pAtaya_raktAkzi_DUrNApaya_DUrNApaya_BUmiM_pAtaya_pAtaya_Siro_gRhNa_gRhNa_cakzur_mIlaya_mIlaya_BaQja_BaQja_pAdO_gRhNa_gRhNa_mudrAM_sPowaya_sPowaya_huM_hUM_Paw_vidAraya_vidAraya_triSUlena_Bedaya_Bedaya_vajreNa,om_namaH_Bagavati_cAmuNxe_SmaSAna_vAsini_kapAla_haste_mahApreta_samArUXe_mahA_vimAna_mAlA_Akule_kAlarAtri_bahu_gaNa_parivRte_mahA_muKe_bahuBuje_su_GaNwA_xamaru_kiFkiNIke_awwa_awwahAse_kili_kili_hum_sarva_nAda_Sabda_bahule_gaja_carma_prAvRta_SarIre_ruDira_mAMsa_digDe_mahA_rAkzasi_rOdra_daMzwrA_karAle_BIma_awwAwwahAse_sPurita_vidyut_sama_praBe_cala_cala_karAla_netre_hili_hili_lalat_jihve_hrEm_hrIm_BRkuwi_muKi_om_kAra_BadrAsane_kapAla_mAlA_vezwite_jawA_mukuwa_SaSAFka_DAriNi_awwa_awwahAse_kili_kili_huM_hum_daMzwrA_Gora_anDakAriNi_sarva_viGna_vinASini_idam_karma_sADaya_sADaya_SIGram_kuru_kuru_aFkuSe_samanupraveSaya_vargam_vargam_kampaya_kampaya_cala_cala_cAlaya_cAlaya_ruDira_mAMsa_madya_priye_hana_hana_kuwwa_kuwwa_Cinda_Cinda_mAraya_mAraya_anubUma_anubUma_vajra_SarIram_sADaya_sADaya_trElokya_gatam_api_duzwam_aduzwam_vA_gRhItam_agRhItam_AveSaya_AveSaya_krAmaya_krAmaya_nRtya_nRtya_banDa_banDa_valga_valga_kowarAkzi_UrDvakeSi_ulUka_vadane_kara_kiFkiNi_karaFka_mAlA_DAriNi_daha_daha_paca_paca_gRhNa_gRhNa_maNxala_maDye_praveSaya_praveSaya_kim_vilambasi_brahma_satyena_vizNu_satyena_Rzi_satyena_rudra_satyena_AveSaya_AveSaya_kili_kili_Kili_Kili_mili_mili_cili_cili_vikRta_rUpa_DAriNi_kRzNa_BujaFga_vezwita_SarIra_sarva_graha_AveSini_BrU_magna_nAsike_vikawa_muKi_kapila_jawe_brAhmi_BaQja_BaQja_jvala_jvala_kAla_muKi_Kala_Kala_Kara_KaraH_pAtaya_pAtaya_rakta_akzi_DUrNApaya_DUrNApaya_BUmim_pAtaya_pAtaya_SiraH_gRhNa_gRhNa_cakzuH_mIlaya_mIlaya_BaQja_BaQja_pAdO_gRhNa_gRhNa_mudrAm_sPowaya_sPowaya_hum_hUm_Paw_vidAraya_vidAraya_triSUlena_Bedaya_Bedaya_vajreNa
15965,tena_vittaS_cuQcupcaNapO,tena_vittaS_cuQcup_caNapO
17979,luwaH_praTamasya_xArOrasaH,luwaH_praTamasya_xA_rO_rasaH
94724,uQaH_iti_vartate,u_QaH_iti_vartate
497714,KarozwrayAnahastyaSvanOvRkzeriNarohaNe,Kara_uzwra_yAna_hasti_aSva_nO_vRkza_iriNa_rohaNe
17809,AFmAFoH_ca,AF_mAFoH_ca
18689,kaNemanasI_SradDApratIGAte,kaNe_manasI_SradDA_pratIGAte
15781,hEheprayoge_hEhayoH,hE_he_prayoge_hE_hayoH
539504,iti_pUrvoktaprakAreNa_rasarAjo_dIpitaH_san_kzudutpIxitaH_san_viSudDo_Bavati,iti_pUrva_ukta_prakAreNa_rasarAjaH_dIpitaH_san_kzuD_utpIxitaH_san_viSudDaH_Bavati
273766,tatra_tejoDAtuH_sarvavarNAnAM_praBavaH_sa_yadA_garBotpattAvabDAtuprAyo_Bavati_tadA_garBaM_gOraM_karoti_pRTivIDAtuprAyaH_kRzNaM_pRTivyAkASaDAtuprAyaH_kRzNaSyAmaM_toyAkASaDAtuprAyo_gOraSyAmam,tatra_tejaH_DAtuH_sarva_varNAnAm_praBavaH_sa_yadA_garBotpattO=_ap_DAtu_prAyaH_Bavati_tadA_garBam_gOram_karoti_pRTivI_DAtu_prAyaH_kRzNam_pRTivI_AkASa_DAtu_prAyaH_kRzNa_SyAmam_toya_AkASa_DAtu_prAyaH_gOra_SyAmam
283756,tEr_asyApy_atiRjumater_mahIpatiputrasya_budDir_vedavAdaviroDamArgAnusAriNy_akriyata,tEH_asya_api_ati_Rju_mateH_mahIpati_putrasya_budDiH_veda_vAda_viroDa_mArga_anusAriNI_akriyata
480649,sa_eva_jAtaH_sa_janizyamANaH_pratyaFjanAs_tizWati_sarvatomuKaH,saH_eva_jAtaH_sa_janizyamANaH_pratyaF_janAH_tizWati_sarvatomuKaH
238004,zoxaSADArazawcakralakzyatrayaKapaQcakAt,zoxaSa_ADAra_zaz_cakra_lakzya_traya_Ka_paQcakAt_
252429,ekam_apyASayed_vipraM_pitRarTe_pAQcayajQike,ekam_api_ASayet_vipram_pitR_arTe_pAQcayajQike
18466,viBAzA_DewSvyoH,viBAzA_Dew_SvyoH
18243,temayO_ekavacanasya,te_mayO_ekavacanasya
496776,abBakzo_mAsam_AsIta_sa_jApI_niyatendriyaH,ap_BakzaH_mAsam_AsIta_sa_jApI_niyata_indriyaH
441910,vRkzagulmalatAvIrucCedane_japyamRkSatam,vRkza_gulma_latA_vIruD_Cedane_japyam_Rc_Satam
16685,ciNNamulor_dIrGo_'nyatarasyAm,ciN_NamuloH_dIrGo_'nyatarasyAm
504093,oM_SivAya_sadASivAya_pASupatAstrAya_apratihatAya_PawPaw,om_SivAya_sadASivAya_pASupatAstrAya_apratihatAya_Paw_Paw_
501303,gAyatryA_ca_praDAnasya_samidDomastaTEva_ca,gAyatryA_ca_praDAnasya_samiD_homaH_taTA_eva_ca
307546,KAnilAgnyabBuvAm_ekaguNavRdDyanvayaH_pare,Ka_anila_agni_ap_BuvAm_eka_guNa_vRdDi_anvayaH_pare
18566,kyaFmAninoH_ca,kyaF_mAninoH_ca
556223,tatrAnyatra_Sarastambe_badarIJAwavezwite,tatra_anyatra_Sara_stambe_badarI_JAwa_vezwite
17292,pariniviByaH_sevasitasayasivusahasuwstusvaQjAm,pari_ni_viByaH_seva_sita_saya_sivu_saha_suw_stu_svaQjAm
99612,BAvitAtmA_gatarajAH_SAnto_mRduRjur_dvijaH,BAvita_AtmA_gata_rajAH_SAntaH_mRdu_RjuH_dvijaH
40002,udgAtRByo_haranti_sAmadEvatyaH_vE_sOmyo_yad_eva_sAmnaS_Sambawkurvanti_tasyEva_sa_SAntiH,udgAtRByo_haranti_sAma_dEvatyaH_vE_sOmyo_yad_eva_sAmnaS_Sam_baw_kurvanti_tasya_eva_sa_SAntiH
543606,BRgvAdiRzayaH_sarve_ye_cAnye_sanakAdayaH,BRgu_Adi_RzayaH_sarve_ye_ca_anye_sanaka_AdayaH
265570,UrDvagAH_SabdasparSarUparasaganDapraSvAsocCvAsajRmBitakzudDasitakaTitaruditAdIn_viSezAn_aBivahantyaH_SarIraM_DArayanti_tAstu_hRdayam_aBiprapannAstriDA_jAyante_tAstriMSat,UrDva_gAH_Sabda_sparSa_rUpa_rasa_ganDa_praSvAsa_ucCvAsa_jRmBita_kzuD_hasita_kaTita_rudita_AdIn_viSezAn_aBivahantyaH_SarIram_DArayanti_tAH_tu_hRdayam_aBiprapannAH_triDA_jAyante_tAH_triMSat_
322918,AdO_jalaDijImUtaBerIJarJarasamBavAH,AdO_jalaDi_jImUta_BerI_JarJara_samBavAH
25562,saminniyamaH_ukto_vAyupurANe,samiD_niyamaH_ukto_vAyupurANe
74624,BrUNahatyAyAM_dvAdaSarAtram_abBakzaH_dvAdaSarAtram_upavaset,BrUNahatyAyAM_dvAdaSa_rAtram_ap_BakzaH_dvAdaSa_rAtram_upavaset
295180,paQcAFgAM_SarapuFKAM_ca_hastinIraM_nRCAgayoH,paQcAFgAm_SarapuFKAm_ca_hasti_nIram_nR_CAgayoH
464486,tatra_pEtRkasya_havizo_'DastAt_samantrakaM_samidDAraNaM_viDAya_tadvAkyaSezeNa_samiDo_havirupariDAraNaM_dEve_karmaNi_yat_SrutaM_tat_kimarTavAdaH_uta_viDirayam_iti_saMSayaH,tatra_pEtRkasya_havizaH_aDastAt_sa_mantrakam_samiD_DAraNam_viDAya_tad_vAkya_SezeNa_samiDaH_haviH_upari_DAraNam_dEve_karmaNi_yat_Srutam_tat_kim_arTa_vAdaH_uta_viDiH_ayam_iti_saMSayaH
272454,sarvaSalyAnAM_tu_mahatAmaNUnAM_vA_paQcaviDo_gativiSeza_UrDvamaDo_'rvAcInastiryagRjur_iti,sarva_SalyAnAm_tu_mahatAm_aNUnAm_vA_paQcaviDaH_gati_viSezaH_UrDvam_aDas_arvAcInaH_tiryak_RjuH_iti
186422,aTa_paNavamRdaFgadunduBInAM_kRkaramahAnakaBeriJarJarANAm,aTa_paNava_mRdaFga_dunduBInAm_kRkara_mahAnaka_Beri_JarJarANAm
16672,bahulaM_Candasy_amAFyoge_'pi,bahulaM_Candasy_a_mAF_yoge_'pi
397409,SRFgANi_SanakErGorA_yugAntAvartino_grahAH,SRFgANi_SanakEs_GorAH_yuga_anta_AvartinaH_grahAH
304202,maDye_vA_vartmano_'nte_vA_kaNxUzArugvatI_sTirA,maDye_vA_vartmanaH_ante_vA_kaNxU_UzA_rugvatI_sTirA
45435,tadBuktvA_nABavattasya_kzunnivRttir_yadArTinaH,tat_BuktvA_na_aBavat_tasya_kzuD_nivRttiH_yadA_arTinaH
124943,mRgANAm_upayogaS_ca_vIrudozaDisaMkzayaH,mRgANAm_upayogaH_ca_vIruD_ozaDi_saMkzayaH
527228,devo_yaH_saMSritastasminn_abbindur_iva_puzkare,devaH_yaH_saMSritaH_tasmin=_ap_binduH_iva_puzkare
477763,yadA_rAjQA_mAgaDena_ajAtaSatruNA_vEdehIputreNa_nOkramo_mAtApitrormApitastadA_vESAlakErlicCaviBirBagavato_'rTe_nOkramo_mApitaH,yadA_rAjQA_mAgaDena_ajAtaSatruNA_vEdehI_putreNa_nO_kramaH_mAtA_pitroH_mApitaH_tadA_vESAlakEH_licCaviBiH_BagavataH_arTe_nO_kramaH_mApitaH
537971,kEH_kRtvA_kzArOzaDipawvamlEH_kzArOzaDayo_'himArAdayaH_pawu_sEnDavam_amlam_amlavetasAdi_etEH_kzudutpattir_Baved_ityarTaH,kEH_kRtvA_kzAra_ozaDi_pawu_amlEH_kzAra_ozaDayaH_ahimAra_AdayaH_pawu_sEnDavam_amlam_amlavetasa_Adi_etEH_kzuD_utpattiH_Bavet_iti_arTaH
270089,tAsAM_catvAri_SatAni_SAKAsu_kozWe_zawzazwiH_grIvAM_pratyUrDvaM_catustriMSat,tAsAm_catvAri_SatAni_SAKAsu_kozWe_zaz_zazwiH_grIvAm_pratyUrDvam_catustriMSat_
425463,abinDanAH_syuranyezAM_kAzWAdInInDanAni_hi,ap_inDanAH_syuH_anyezAm_kAzWa_AdIni_inDanAni_hi
501880,abbinduM_yaH_kuSAgreNa_mAsi_mAsi_samaSnute,ap_bindum_yaH_kuSa_agreNa_mAsi_mAsi_samaSnute
443725,svastivAcya_BikzAdAnam_appUrvam,svasti_vAcya_BikzA_dAnam_ap_pUrvam
17229,etaH_E,e_taH_E
437824,gAyattrI_sabRhatyuzNigjagatItrizwubeva_ca,gAyattrI_sa_bRhatI_uzNih_jagatI_trizwuB_eva_ca
68512,rAjasaM_bahuBAzitvaM_mAnakruddamBamatsaram,rAjasaM_bahu_BAzi_tvam_mAna_kruD_damBa_matsaram
507,saMvatsaresaMvatsare_'gnaye_vESvAnarAya_dvAdaSakapAlaM_nirvapet,saMvatsare_saMvatsare_'gnaye_vESvAnarAya_dvAdaSa_kapAlam_nirvapet
350173,Atmakukzerapi_kRte_taNxulEriyadBiriyAnodanaH_sampadyate,Atma_kukzeH_api_kRte_taNxulEH_iyadBiH_iyAn_odanaH_sampadyate
37460,tasya_praTamAyAH_pUrvam_arDarcaM_SastvottareNArDarcenottarasyAH_pUrvam_arDarcaM_vyatizajati_pAdEH_pAdAn_anuzwupkAram,tasya_praTamAyAH_pUrvam_arDarcaM_SastvA_uttareNa_arDarcena_uttarasyAH_pUrvam_arDarcaM_vyatizajati_pAdEH_pAdAn_anuzwuB_kAram
91540,maDor_agne_vazawkRti,maDor_agne_vazaw_kRti
24541,nirudDAsu_tu_mRtpiNxAn_kUpAt_trIn_abGawAn_taTeti,nirudDAsu_tu_mRd_piNxAn_kUpAt_trIn_ap_GawAn_taTA_iti
424797,tatazwaFkaNakErliptvA_paScAnmRllavaNEH_kramAt,tatas_waFkaNakEH_liptvA_paScAt_mRllavaNEH_kramAt_
175948,vIrudozaDayaScEva_bIjAni_viviDAni_ca,vIruD_ozaDayaH_ca_eva_bIjAni_viviDAni_ca
564984,manuzyAnozaDIBiSca_svaDayA_ca_pitLnapi,manuzyAn_ozaDIBiH_ca_svaDayA_ca_pitLn_api
245006,vipraM_puraH_samAyAntaM_TUtkRtya_tvaritaH_punaH,vipram_puras_samAyAntam_TUtkRtya_tvaritaH_punar_
168508,vimuktO_jvalanasparSAnmakarAsyAjJazAviva,vimuktO_jvalana_sparSAt_makara_AsyAt_JazO=_iva
274236,tatropaSamayettejastvabDAtuM_ca_vivarDayet,tatra_upaSamayet_tejaH_tu_ap_DAtum_ca_vivarDayet_
595656,yavAgvodanalAjArTe_jvaritAnAM_jvarApahAH,yavAgU_odana_lAja_arTe_jvaritAnAm_jvara_apahAH
93041,sAkaMyujA_Sakunasyeva_pakzA_paSveva_citrA_yajur_A_gamizwam,sAkaMyujA_Sakunasya_iva_pakzA_paSU_eva_citrA_yajur_A_gamizwam
552863,uccacAra_bahirGozo_BujAsPAlanasaMBavaH,uccacAra_bahis_GozaH_Buja_AsPAlana_saMBavaH
16474,kulijAl_lukKO_ca,kulijAl_luk_KO_ca
605931,tasya_tRtIyayA_svaramAtrayA_divam_AdityaM_sAmavedaM_svar_iti_vyAhRtir_jAgataM_CandaH_saptadaSaM_stomam_diSaM_varzARtuM_jyotir_aDyAtmaM_cakzuzI_darSanam_itIndriyANy_anvaBavat,tasya_tRtIyayA_svaramAtrayA_divam_Adityam_sAmavedam_svar_iti_vyAhRtiH_jAgatam_CandaH_saptadaSam_stomam_diSam_varzA_Rtum_jyotiH_aDyAtmam_cakzuzI_darSanam_iti_indriyANi_anvaBavat_
59905,kzujjarAByAM_samAkrAntA_brahmANam_upatasTire,kzuD_jarAByAm_samAkrAntA_brahmANam_upatasTire
459937,apcintAyAM_yadA_pRTivItattvAkzarANi_Bavanti_tadA_pRTvItattvaM_Bavati,ap_cintAyAm_yadA_pRTivI_tattva_akzarANi_Bavanti_tadA_pRTvI_tattvam_Bavati
456362,aTavA_paQca_zawsapta_vijayante_'nuvartinaH,aTavA_paQca_zaw_sapta_vijayante_anuvartinaH
341442,sasPowam_asparSasahaM_kaNxUzAtodadAhavat,sa_sPowam_asparSa_saham_kaNxU_UzA_toda_dAhavat
36759,aTAgnIDram_Ikzate_agnIditi,aTa_AgnIDram_Ikzate_agnID_iti
380769,vyadArayad_vAnarasAgarOGaM_mahAJazaH_pUrNam_ivArNavOGam,vyadArayat_vAnara_sAgara_oGam_mahA_JazaH_pUrNam_iva_arNava_oGam
448302,sTUlo_dAmodaro_nIlo_maDyevakraH_sunIlakaH,sTUlaH_dAmodaraH_nIlaH_maDye_vakraH_su_nIlakaH
16036,deSe_lubilacO_ca,deSe_lup_ilacO_ca
116761,adyAhave_yasya_na_tulyam_anyaM_maDyemanuzyaM_Danur_AdadAnam,adya_Ahave_yasya_na_tulyam_anyam_maDye_manuzyam_DanuH_AdadAnam
496238,AcAryapitRupADyAyAn_nirhRtyApi_vratI_vratI,AcArya_pitR_upADyAyAn_nirhRtya_api_vratI_vratI
480647,pratyaFjanAs_tizWati_saMcukocAntakAle_saMsRjya_viSvA_BuvanAni_goptA,pratyaF_janAH_tizWati_saMcukoca_antakAle_saMsRjya_viSvA_BuvanAni_goptA
343076,SatakRtvo_'SvaviwcUrNaM_vixaFgakvATaBAvitam,Sata_kRtvas_aSva_viz_cUrNam_vixaFga_kvATa_BAvitam
16429,ajAviByAM_Tyan,aja_aviByAm_Tyan
16649,janasanaKanAM_sanJaloH,jana_sana_KanAm_san_Ja_loH
606737,hiFkAraM_prati_saMKyApayanti_hiFkRtAdDi_reto_'DIyata,hiFkAram_prati_saMKyApayanti_hiF_kRtAt_hi_retaH_aDIyata
67810,tvaM_vaSI_satyAkUtaH_satyaDarmA_gavezaNaH,tvaM_vaSI_satya_AkUtaH_satya_DarmA_gav_ezaNaH
606525,anuzwupsampannam_hEke,anuzwuB_sampannam_ha_eke
125286,mahAJazasyeva_muKaM_prapannAH_praBadrakAH_karNam_aBidravanti,mahA_Jazasya_iva_muKam_prapannAH_praBadrakAH_karNam_aBidravanti
14697,yad_dvOdvO_paSU_samasyeyuH,yad_dvO_dvO_paSU_samasyeyuH
611559,taTA_Bavati_tejaH_vyApyam_abAdidvayam,taTA_Bavati_tejaH_vyApyam_ap_Adi_dvayam
17238,sijaByastavidiByaH_ca,sic_aByasta_vidiByaH_ca
567988,gAyatrI_cEva_trizwupca_jagatyanuzwuptaTEva_ca,gAyatrI_ca_eva_trizwuB_ca_jagatI_anuzwuB_taTA_eva_ca
507165,samidDutvA_viDAnena_AjyAhutimaTAcaret,samiD_hutvA_viDAnena_Ajya_Ahutim_aTa_Acaret
15799,FyApprAtipadikAt,FI_Ap_prAtipadikAt
37763,indrAt_pari_tanvaM_mama_iti_tad_yad_evEtat_bRhatIsahasram_anuzwupsampannaM_Bavati_tasmAt_tad_EndrAt_prANAd_bRhatyE_vAcam_anuzwuBaM_tanvaM_saMnirmimIte,indrAt_pari_tanvaM_mama_iti_tad_yad_eva_etat_bRhatI_sahasram_anuzwuB_sampannam_Bavati_tasmAt_tad_EndrAt_prANAd_bRhatyE_vAcam_anuzwuBaM_tanvaM_saMnirmimIte
565035,pUrvavadguruRtvigBya_imAnmantrAnudIrayet,pUrvavat_guru_RtvigByaH_imAn_mantrAn_udIrayet_
160541,kzudDarmasaMjQAM_praNudatyAdatte_DEryam_eva_ca,kzuD_Darma_saMjQAm_praNudati_Adatte_DEryam_eva_ca
588846,aBiyoktRaBiyuktAnAM_vacanaM_prAF_niveSayet,aBiyoktR_aBiyuktAnAm_vacanam_prAk_niveSayet_
418201,ArADayizyaty_asurarzaBehi_taM_manasvino_yaM_gRNate_BavAdRSAH,ArADayizyati_asura_RzaBe_hi_tam_manasvinaH_yam_gRNate_BavAdRSAH
481038,Karpare_vAlukApUrNe_tiryagOzaDakUpakam,Karpare_vAlukA_pUrNe_tiryak_OzaDa_kUpakam
345729,viSudDe_codgAre_kzudupagamane_vAte_'nusarati,viSudDe_ca_udgAre_kzuD_upagamane_vAte_anusarati
239141,zaxdevatAstu_tA_eva_ye_muKyAH_sUryaraSmayaH,zax_devatAH_tu_tAH_eva_ye_muKyAH_sUrya_raSmayaH
301108,bRMhaNaM_DanvamAMsotTarasAsRkKapurEr_api,bRMhaNam_Danva_mAMsa_utTa_rasa_asRk_KapurEH_api
446776,pakvaSayodBavo_'pyevaM_vAyustIvrarujASrayAt,pakva_Saya_udBavaH_api_evam_vAyuH_tIvra_ruj_ASrayAt
295670,tAni_cEva_tu_mAnAni_azwO_zaxvA_caturTakam,tAni_ca_eva_tu_mAnAni_azwO_zax_vA_caturTakam
568839,hemAlaMkAriNaH_kAryAH_paQcaviMSatiRtvijaH,hema_alaMkAriNaH_kAryAH_paQcaviMSati_RtvijaH
16045,ataH_iniWanO,a_taH_ini_WanO
16966,dvivacanaviBajyopapade_tarabIyasunO,dvivacana_viBajya_upapade_tarap_IyasunO
59,PalasomakzOmavIruddaDi_kzIraM_GRtaM_jalam,Pala_soma_kzOma_vIruD_daDi_kzIraM_GRtaM_jalam
